08-24-16-50-MMOE_MT_ATT_32_0.005_1021_301_sota,0.6152,0.6189,0.6138,0.5949,0.163673
08-24-17-36-SATrans_32_0.005_3_4_QK_1021_301_sota,0.6222,0.6232,0.6215,0.6017,0.161770
08-24-19-23-MMOE_MT_ATT_32_0.005_1021_301_sota,0.6193,0.6216,0.618,0.5954,0.162061
